name,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Half The World Away - Remastered,0if8wueNrAVLfwSH7l1ANJ,0.391,0.963,1,-2.825,0,0.131,0.000668,0.0,0.177,0.743,179.964,6
REVOLUTION,30tcScL94Cdw26rmJL25DD,0.639,0.859,1,-3.923,1,0.0554,0.18,0.000499,0.0798,0.523,115.97,5
She's American,5aV4HUW9RFOB0aXq0Ud9s0,0.331,0.961,11,-4.627,1,0.0663,0.000146,0.0,0.322,0.882,168.355,6
Always Where I Need To Be,6gGSSrKMiV2yec1DrqGhhy,0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,3
Snap Out Of It,0NdTUS4UiNYCNn5FgVqKQY,0.615,0.798,10,-4.163,0,0.0815,0.0188,0.0081,0.0995,0.753,88.465,3
Trip Switch,1uqU0nq6DCbJMktSlUvQV8,0.404,0.898,3,-3.583,1,0.0437,0.000521,0.317,0.231,0.519,148.862,6
Strange Clothes - EP Version,588sjRCojqQ2eXp3MgBYBT,0.56,0.956,0,-4.366,1,0.0776,0.00406,1.55e-06,0.358,0.821,143.993,5
Pink Lemonade,2QqfM19xb0tcmf9gOONcW7,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,5
Signs,6Na5uKk5SsqZimk0hAWo8y,0.54,0.52,5,-7.193,0,0.343,0.363,0.0,0.337,0.603,98.162,4
F With U (feat. Ty Dolla $ign) (feat. Ty Dolla $ign),2kHdu1N31NkD5roBf1EHh7,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,5
Congratulations,3a1lNhkSLSkpJE4MSHpDu9,0.655,0.576,5,-6.735,0,0.0536,0.0295,0.115,0.132,0.167,139.953,3
OMG (feat. Quavo),4xBjsLUSjcx2h7PcRikpQp,0.774,0.812,7,-5.446,1,0.215,0.184,0.0,0.0757,0.743,103.878,5
Distance,69f1steoIMhN1skPkBR6rB,0.579,0.579,11,-6.787,0,0.394,0.387,0.0,0.17,0.842,104.757,4
Did You See,6DXEZzM4wBa3EOl0NCNSvz,0.645,0.541,10,-6.312,0,0.0385,0.0802,0.0,0.325,0.411,95.061,3
Love U Better (feat. Lil Wayne & The-Dream),270aLuFCbX32hhBr8MQyPM,0.658,0.535,9,-8.983,0,0.0573,0.0265,0.0,0.2,0.419,110.684,3
LOYALTY. FEAT. RIHANNA.,6SwRhMLwNqEi6alNPVG00n,0.624,0.717,11,-6.268,0,0.332,0.00877,0.0,0.0863,0.555,203.742,4
Reverse,4xPB2R9KiLHFZFrsAom7k9,0.708,0.612,5,-6.379,0,0.122,0.0381,0.0,0.277,0.263,139.913,3
Nobody Else but You,1HOUzEsetdIPSpAgRPhZQt,0.746,0.647,8,-6.394,1,0.052,0.007,0.0,0.156,0.196,112.015,5
do re mi (feat. Gucci Mane),5s06GRv6uzSSHzzRbz179Y,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,4
Bank Account,2fQrGHiQOvpL9UgPvtYy6G,0.922,0.583,5,-4.982,1,0.0753,0.0098,0.0,0.0962,0.494,136.043,5
Marmalade (feat. Lil Yachty),7bsnTsbiwOymZWjPF9v6Di,0.516,0.792,1,-5.38,0,0.216,0.0235,0.0,0.404,0.524,121.189,1
A Lie,1vVNlXi8gf8tZ7OhnEs4VE,0.739,0.797,4,-3.488,0,0.185,0.371,0.0,0.0921,0.444,67.297,3
Body,4EKKrClSZPPmm3RBwT34nz,0.751,0.654,0,-5.665,0,0.206,0.153,0.0,0.104,0.527,160.035,4
Reminder - Remix,7F1LWA9sIlTorHUo4amGqk,0.434,0.847,1,-3.822,1,0.118,0.2,0.0,0.136,0.719,103.213,5
Do You Love Me,6eDJvxlRDYiCYoURDXjtLw,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,5
LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,0.729,0.495,8,-9.854,1,0.0384,0.114,9.54e-05,0.11,0.444,99.999,5
BDY on Me,4N1r0Iiy853aVbYmSXvYli,0.539,0.528,11,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190.169,4
LUV,16Ah4QqH4mgYVXqfC4mdSd,0.835,0.457,4,-7.455,0,0.204,0.138,1.96e-06,0.109,0.544,99.99,3
Come Closer (feat. Drake),2f9LSU0aBW04w6KL26DW8r,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,3
Bounce Back,0SGkqnVQo9KPytSri1H6cF,0.754,0.762,6,-4.486,0,0.0849,0.45,6.67e-05,0.224,0.673,92.002,3
Rollin (feat. Future & Khalid),3FDrI0FLKzrYQiWxPhqV2W,0.635,0.659,8,-4.92,1,0.155,0.309,0.0,0.302,0.54,178.018,6
Either Way (feat. Joey Bada$$),3nodtPfXcok53E8Uze8gvD,0.787,0.484,7,-6.01,0,0.0644,0.506,1.67e-05,0.115,0.384,141.948,3
Imperfections,0pKPnZL2fJg4jX2XufdT8K,0.939,0.579,4,-6.161,0,0.271,0.00835,4.78e-05,0.0914,0.635,110.031,4
Girls @ (feat. Chance the Rapper),00kYtO6UJq0q9aJ1n3iY1c,0.748,0.627,7,-6.029,1,0.0639,0.131,0.0,0.0852,0.524,120.963,5
Still Got Time (feat. PARTYNEXTDOOR),000xQL6tZNLJzIrtIgxqSl,0.869,0.565,1,-6.539,1,0.0374,0.00251,0.000144,0.0341,0.686,104.025,5
What A Night,5Vj4S4ZamgVna8a5Izquaf,0.745,0.682,5,-5.85,0,0.0964,0.131,0.0,0.119,0.198,135.065,3
I'll Find You (feat. Tori Kelly),05hdZ0YRqAg6qsgV1ee3LE,0.614,0.682,11,-4.117,0,0.102,0.387,0.0,0.134,0.566,100.202,3
No Fear,2H881m3JRA8lpuuwaQL6zy,0.624,0.836,10,-4.231,0,0.0571,0.0505,0.0,0.0842,0.626,143.896,3
Pony,2LdemUFRE7d4NgZHTIelGB,0.668,0.61,0,-7.21,0,0.0838,0.326,0.0,0.112,0.208,109.935,3
Roses,18aTO0JlNoGaFx6hVNbTxB,0.735,0.588,5,-7.197,0,0.226,0.0356,0.0,0.107,0.435,90.002,4
Somethin Tells Me,3Jrs7cC2OJNlNSy9VnDOMZ,0.66,0.849,0,-5.97,1,0.029,0.00458,0.000107,0.0878,0.839,102.003,5
Gold Snafu,01agKeBhkaFQuGJkVzdI2K,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,5
Riptide,7yq4Qj7cqayVTp3FF9CWbm,0.652,0.612,0,-7.897,0,0.177,0.434,0.000184,0.245,0.513,140.056,3
Talk Is Cheap,655HjEK4nNzceomQVpNzgN,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,5
The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,0.525,0.803,0,-4.052,0,0.0492,0.00129,0.000868,0.29,0.383,100.094,3
High (feat. Nicole Millar),40PYeQjt149YOfq6H20vmd,0.921,0.48,1,-9.2,0,0.0823,0.0976,0.0,0.0768,0.317,120.043,3
Crave You,4ESWJepzBtY2lR9oZDYVaP,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,3
Fancy,3W3KtDwAIg3mAruSpnfG3Q,0.538,0.719,0,-5.94,1,0.0348,0.136,0.000394,0.187,0.502,118.315,5
Southern Sun,40ttk439NA9RvbLBJpJU1M,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,6
She Looks So Perfect,1CQ2cMfrmFM1YdfmjENKVE,0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6,5
Never Tear Us Apart,3pyTksNccLM1jRvzQ4zTke,0.594,0.78,7,-5.876,0,0.0735,0.0863,0.0,0.202,0.359,100.019,3
On Your Side,7mTgsbq7n8jgnwLswpgugB,0.82,0.594,2,-8.484,0,0.0866,0.124,0.0144,0.551,0.467,109.988,1
Messy Love,5cRCEOCVmqUBRYW8XyFk0d,0.841,0.611,5,-8.71,0,0.332,0.0554,0.0037,0.672,0.65,113.073,4
Nuggets (feat. Bonzai),1UKd207NfxFvKpOiuguKhe,0.864,0.602,8,-6.102,1,0.0513,0.268,5.97e-06,0.0732,0.596,113.027,5
1 Night (feat. Charli XCX),06XuHBFQejxy9jhNBaHEwx,0.763,0.542,2,-7.028,1,0.044,0.457,1.24e-05,0.185,0.313,132.016,5
All Around The World (feat. Desiigner),4x8874idDYp8yxgKsyb4xG,0.56,0.533,7,-7.804,1,0.388,0.194,1.4e-05,0.0919,0.908,200.066,4
What If I Go? (feat. Bonzai),2tHfNQnj50VoMZga2rpfdA,0.799,0.536,2,-7.313,1,0.225,0.0955,2.41e-06,0.0843,0.53,111.986,4
NOTHING ELSE! (feat. Jamie Lidell),5bewkBDtMY5rrXCYBFspfF,0.63,0.738,7,-6.382,1,0.0786,0.0277,0.507,0.339,0.694,94.915,2
helpline (feat. Tom Tripp),3kTi265EwS95DCYL59hxyK,0.741,0.463,2,-11.309,1,0.099,0.676,0.00299,0.162,0.18,89.993,0
Second 2 None (feat. Christine And The Queens),6OdwhuZj85VSZG4bVPE87C,0.779,0.542,2,-9.548,1,0.0454,0.306,0.041,0.392,0.0868,131.005,0
Who Is It Gonna B (feat. A. K. Paul),4P8ebswGFjPzUFFkoW597X,0.622,0.37,9,-13.083,1,0.0795,0.539,0.0681,0.106,0.312,74.993,0
Blu (feat. Damon Albarn),4WzIR5PJLp6dY09h5PWdxr,0.763,0.522,0,-8.79,0,0.184,0.599,0.00276,0.11,0.322,135.084,0
Bae,3LlN0koSj1GH4W6sER5OCa,0.199,0.863,5,-8.776,1,0.337,0.784,0.101,0.898,0.17,81.045,1
Intro - Live,73Sp5d2UtU1ZsXz7gIVRLL,0.463,0.87,11,-3.785,0,0.158,0.486,1.55e-06,0.924,0.566,123.903,1
Foreign Language - Live,1OQ7omBmuqUXNmrgcg7xiN,0.189,0.738,9,-6.544,0,0.0783,0.262,0.466,0.899,0.101,84.956,1
Waking Bliss - Live,3ronyDCYbGQBeS0NHiPr6R,0.551,0.867,6,-4.504,0,0.0418,0.264,0.00804,0.246,0.234,115.93,3
With You - Live,63ys6AQoxKsWFEkhbKUTC0,0.565,0.907,8,-3.964,0,0.0636,0.289,1.03e-05,0.905,0.669,110.974,1
Sunshine - Live,2Lxv8lTCqQMeyPtfvY6cRc,0.463,0.601,2,-4.168,0,0.0262,0.658,0.285,0.342,0.179,104.033,0
I Didn't Believe - Live,0iOsOHxNthSUvUK1Wm4C7R,0.647,0.771,4,-5.393,1,0.0548,0.33,0.806,0.921,0.574,104.029,1
Merimbula - Live,2SEl25csvcXK2joyRrm4uW,0.173,0.658,10,-5.852,0,0.0392,0.462,0.0071,0.157,0.112,121.594,6
Apollo - Live,2jltgAR57fKXjR3OMZtNkY,0.838,0.624,8,-8.618,0,0.0933,0.42,0.00269,0.863,0.929,111.015,1
Sunshine,2qyyYUtgUHhdzSeQQmuNHr,0.57,0.529,2,-8.065,1,0.06,0.109,0.31,0.155,0.549,85.027,5
Waking Bliss,1W2p3yW9w3wpPHw87NNVgU,0.648,0.737,11,-8.458,0,0.0437,0.0281,0.0307,0.128,0.941,169.928,3
Stand Still,6b4nZefPpeRkPLiKf2Y6BE,0.652,0.71,10,-9.731,0,0.0373,0.0224,0.681,0.145,0.315,122.013,2
Apollo,7b3D6FEDfbca8rkWLPbX5k,0.67,0.864,2,-6.561,1,0.0524,0.0883,0.0571,0.414,0.765,112.019,5
Hold Me Down,6ygCWJPl9YhEhmbz28Cs2F,0.788,0.743,1,-6.553,1,0.0952,0.484,0.000558,0.205,0.713,94.994,5
Why Do You Feel,2wxJfO6wyUayQugjMFETmG,0.747,0.497,8,-6.891,1,0.0403,0.00401,0.612,0.0314,0.476,122.009,2
Down To Earth,0HIbr7NZJeItNaRNHEfrqX,0.735,0.672,0,-8.166,1,0.0753,0.00578,0.671,0.368,0.267,140.034,2
Belong,1Q5EmN26Df6eOJj7RATCKj,0.832,0.675,11,-7.337,0,0.172,0.0107,0.00328,0.132,0.745,104.98,3
Back At It (feat. Lotus Cloud & Le Real),1wPDKGOZDxcLORZvtexL3m,0.64,0.853,7,-6.8,1,0.0649,0.253,0.105,0.0989,0.443,100.03,5
Cherry (feat. Night Tempo & Punipunidenki),7G1sVwrOMDULbm28gLHKbs,0.788,0.546,1,-8.931,1,0.0663,0.00311,0.896,0.102,0.18,118.026,2
Harajuku Heat (feat. Facy Sedated),70jRNxaOg6XEOQBniZwZzh,0.539,0.52,0,-10.236,1,0.0482,0.101,0.432,0.0662,0.731,95.967,5
Pretend (feat. Samsi),1dcwF6zmdXyvv0Hzr7cOGt,0.782,0.806,6,-6.659,0,0.0472,0.00101,0.833,0.0551,0.921,130.039,2
Dance!,6U1J1IBf0WrwKnUqoSuABj,0.756,0.461,9,-10.779,0,0.063,0.574,0.0893,0.348,0.256,134.935,0
Breath Of The Wild (feat. Chieko),0zicq2x7ygYzQxfFwrJZbS,0.497,0.934,10,-7.993,0,0.166,1.72e-05,0.91,0.109,0.339,134.982,2
Macross Plus,3AdAwJ1ds4UIhg4lEycPFb,0.807,0.513,1,-9.359,1,0.239,0.000344,0.903,0.115,0.498,122.022,2
Kane West Is Playing In My House,0u7QGHqs20rGJWtWwhl9Uw,0.696,0.856,10,-7.923,0,0.044,0.0174,0.583,0.11,0.881,125.014,2
Jutsu,4QPbiMvsGyJGnQRbMmYtuS,0.779,0.806,9,-7.211,0,0.228,0.0796,0.0192,0.0833,0.488,115.03,4
Have Hope,4YQYUuI7x39Fg5kZSxewD6,0.484,0.829,4,-5.434,0,0.0996,0.0154,0.000759,0.548,0.388,116.996,1
Horsey (feat. Sarah Bonito),2YP9BF2Y9NUMJqgmx50FLH,0.567,0.323,2,-12.122,0,0.468,0.372,3.7e-05,0.0933,0.247,75.007,4
Are U There?,2LAADRyMblXuDfKZ8dm8LR,0.715,0.433,4,-10.019,0,0.715,0.597,0.000249,0.286,0.18,150.027,4
Terrible Love,3mAgdriwMRKVeIvWw0neZP,0.705,0.509,1,-12.251,1,0.409,0.503,3.37e-06,0.234,0.501,124.913,4
Low,1DozKkvrqPPLYcXawVxIR2,0.66,0.707,3,-7.103,0,0.304,0.143,0.243,0.0442,0.771,85.445,4
Lovesick,3GGg9FWBlAjrAvC16kazer,0.664,0.385,0,-10.267,0,0.0595,0.471,0.0564,0.25,0.32,106.972,0
When U Need Me,5iGDHpBu0oAA4FHoEwYOE3,0.604,0.558,2,-7.846,1,0.0322,0.00557,0.81,0.167,0.43,144.978,2
Rainbow Roads (feat. Timid Soul),3PibVg8xP0YsXqmemVz1Uc,0.694,0.366,1,-12.112,1,0.19,0.455,0.00209,0.333,0.39,77.591,0
Peach (feat. Diana Shroomy),1Phlo7tIyS8D4aSbKMseUq,0.799,0.415,0,-10.49,1,0.132,0.0781,0.000657,0.123,0.765,91.016,5
Ash (feat. Libano),5Iaz1Uy3UzAcbU9FJFJBqU,0.831,0.758,8,-6.448,1,0.15,0.006,0.0262,0.313,0.826,122.006,5
Sailor Team,5BZlA4HSV36XZqnfOQOzyz,0.485,0.732,6,-8.993,0,0.0331,0.00111,0.791,0.808,0.304,134.93,1
Whispy Woods/Game Over (feat. Strider Kun),0BD4qgYEAGmFWAC6nTFEcd,0.606,0.793,11,-7.422,0,0.0318,0.00698,0.454,0.3,0.773,119.986,3
I Miss You (feat. Roman),1mfcYIaZ2xiXv9q75sxdnP,0.694,0.46,8,-11.489,1,0.0787,0.000484,0.774,0.128,0.322,99.997,2
Dark City,0vC2Q9Xa4uoINi4Jvh8U1u,0.759,0.465,10,-11.327,0,0.1,0.287,0.426,0.092,0.606,124.921,3
In The Moonlight,29hlctOKXWwP7dOHmnLO6p,0.164,0.321,5,-15.289,1,0.049,0.000479,0.757,0.302,0.0347,102.447,0
I'm Sorry,0mkzK5gwJQQ8WZWvGI87A1,0.612,0.938,10,-7.253,0,0.0562,2.51e-05,0.717,0.329,0.595,129.994,2
Fun Tonight,4MmO631CdxuFOm18UVbhkp,0.678,0.839,1,-7.614,0,0.0376,0.000943,0.393,0.3,0.671,119.043,3
Perfect Blue,5itV76hYlBdBeUIMZlkRwE,0.594,0.77,11,-6.79,0,0.183,0.000138,0.512,0.315,0.532,127.911,2
Miss Macross,1UMTkDVCP1Osrt9BLj12go,0.728,0.775,1,-7.696,0,0.0793,0.016,6.81e-06,0.699,0.489,117.93,1
A Lot Of Pretty Girls (feat. UPPER),0Qzdwnwy4XHIWy5uR4NIpb,0.649,0.428,10,-16.945,0,0.0482,0.00403,0.923,0.0892,0.239,127.896,2
Strut,0XUmJEayDOeuc9PI0h5VnS,0.35,0.446,7,-14.719,0,0.0318,0.0134,0.456,0.156,0.0979,142.483,0
Inbox Zero,3ItEEUHBOtkdZzm2S1DcvN,0.385,0.963,1,-2.532,0,0.0846,8.96e-05,0.000141,0.132,0.412,144.901,6
DO YOU KNOW ME?,3GRbVQTbzfwTUxuhDQrArh,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094,3
R U Mine?,2AT8iROs4FQueDv2c8q2KE,0.546,0.946,1,-2.287,0,0.0495,0.000108,5.92e-05,0.0688,0.814,121.995,3
Men's Needs,5b3tNx2EVtk46PEub55iLq,0.647,0.532,4,-5.464,0,0.0282,0.0112,0.000271,0.1,0.621,96.979,3
Sun,5cIWkWH6xVdEllQ9ksuu2E,0.42,0.974,1,-4.706,1,0.191,8.15e-05,0.00155,0.0871,0.463,165.182,6
Brianstorm,7f9I5WdyXm5q1XqnSYgQZb,0.627,0.959,7,-4.744,1,0.0298,0.316,0.00576,0.112,0.397,109.981,5
Shuffle,4yYvWFUWMaKMXtoJKJnmZk,0.356,0.915,0,-7.187,1,0.0862,7.89e-05,0.000857,0.177,0.487,172.978,6
Aviation,2cop62KNgi55QqIozb5bMf,0.542,0.813,2,-6.89,1,0.0429,0.0765,0.252,0.116,0.305,129.09,6
Sweet Disposition,2PLi7OmleXPNBrGLon3sUy,0.56,0.841,10,-4.532,1,0.0664,0.00191,5.33e-06,0.182,0.78,125.219,5
Hard to Beat,34L2ThvPUNNAMUZ5Ei1F54,0.636,0.795,7,-6.077,1,0.0587,0.0404,0.0,0.161,0.633,104.972,5
Strobelite (feat. Peven Everett),1Tak5sH7zkfhe1I4he9MKo,0.538,0.926,9,-3.125,1,0.0415,0.000757,0.0,0.0816,0.961,143.978,5
Fell for You - Otis Mix,0Nv1Mk5Np7XDcoHxqxKaLy,0.466,0.951,5,-3.314,1,0.125,0.0016,0.00242,0.351,0.499,165.107,6
Run For Cover,5NAiPIEzxAexFE3ucV18Q8,0.642,0.939,8,-4.454,0,0.0695,0.00372,0.00126,0.268,0.321,126.065,3
Hardcore Vibes - Calvo Edit,4D5vfM98oRwHTGN3BT3sNa,0.559,0.906,6,-4.424,1,0.0477,5.06e-05,1.16e-05,0.175,0.476,120.023,5
Pretty Little Liar,1kYtTe3DrzLuMC8gHqzxgo,0.63,0.415,9,-14.37,0,0.041,0.181,0.000192,0.76,0.655,120.042,1
Used,3g5fpIG4e18VUUnmCnf3Op,0.562,0.724,4,-5.398,0,0.0346,0.00671,4.08e-05,0.486,0.72,171.798,1
Ice Cream,6R43NNQ9W4ncFTyjbVVdn1,0.349,0.353,5,-9.386,1,0.0593,0.114,4.11e-06,0.0676,0.181,79.54,0
In Your Eyes (feat. Charlotte Day Wilson) [Nosaj Thing Remix],1JA1CkP5hFEarsErazLeIe,0.475,0.765,11,-4.637,0,0.064,0.0722,2.43e-05,0.273,0.207,91.971,3
Skylights,200P2FWAgKI3sjTj1H0AY4,0.628,0.53,10,-9.663,0,0.0855,0.0608,0.0,0.0642,0.203,95.006,3
Afterlife,4rLltALU0JVawcOAA88bnQ,0.682,0.977,0,-3.032,0,0.0739,0.00636,0.253,0.0778,0.447,128.004,3
That Sound,36PNm8qnUFTGnuKiO4gmAA,0.684,0.772,1,-6.419,1,0.0514,0.0541,0.0,0.383,0.506,126.001,5
Glory - Jack Wins Remix,4aWfBcjQtCFUtrEZiyPTFe,0.683,0.53,5,-4.918,0,0.142,0.207,0.0,0.394,0.645,75.016,3
Back to You (feat. Bebe Rexha & Digital Farm Animals),7F9vK8hNFMml4GtHsaXui6,0.547,0.642,6,-7.288,0,0.0371,0.0445,0.0,0.0676,0.6,137.023,3
Wonderland,4Q3yFy7iUG61g8JT02YIS3,0.814,0.725,6,-5.85,0,0.0897,0.0162,0.00115,0.279,0.439,163.02,3
In New York I Milly Rock,6fI48FwohCIlFFbyBP0YwS,0.8,0.795,0,-3.938,1,0.0281,0.376,0.00115,0.493,0.607,92.976,5
Otter Pop,3hGB6zmV7vI5jPAJxTW6Br,0.821,0.434,10,-9.194,0,0.118,0.434,0.0,0.128,0.241,120.012,3
Betrayed,4vaxvNDaLSoD36iZX515ug,0.59,0.748,7,-6.774,1,0.148,0.0114,0.000128,0.062,0.442,193.938,6
We Can Get It,0v4U0IRVd9piS9F83viamH,0.854,0.68,8,-7.361,1,0.321,0.0827,9.21e-06,0.15,0.899,155.084,4
Swept Up,0BhhUkNCIYz6XSdJgB2NMn,0.775,0.754,5,-6.271,1,0.0633,0.00368,6.41e-06,0.11,0.961,105.019,5
Mic Drop,4tz4iMAfqen0XFNRJo1lAb,0.654,0.777,11,-4.089,1,0.0402,0.0133,6.1e-06,0.67,0.22,128.016,1
Horizon,7CkiYcHkJVg2LQJ3DRacfB,0.531,0.879,10,-3.595,1,0.0974,0.0102,0.0882,0.0488,0.093,139.826,6
Mantra,4YSh3Z8x3InSi8upp35k0O,0.64,0.445,6,-11.375,1,0.122,0.566,0.0,0.108,0.395,157.107,0
Paranoia,2NQVqzYMAGk9312TyYCDXf,0.554,0.865,5,-7.944,0,0.133,0.000442,4.18e-06,0.373,0.384,120.101,3
"Call Me, Beep Me",4MmFxSuqgdWho9vaH0ovgC,0.768,0.553,4,-8.035,0,0.333,0.372,0.000308,0.106,0.0829,177.957,4
You Scared,1VczYbhfMWvNEqv64hpcXL,0.65,0.836,0,-5.101,1,0.0334,0.00553,0.00101,0.192,0.656,119.933,5
Something Good Can Work,67SrO8B3O8iUq0AmEh0VzJ,0.736,0.502,5,-7.465,1,0.0242,0.223,0.0105,0.0843,0.533,105.003,5
A Change Of Heart,49clMzwHdKb5f0awEH99pg,0.238,0.919,0,-6.893,1,0.0816,0.0257,2.31e-05,0.0914,0.123,101.752,6
Club Foot,6C0xucNj75wRdlejwWIEW1,0.527,0.825,0,-5.711,1,0.0298,0.00355,0.000125,0.172,0.365,99.997,5
Deep Relief,1DC3boP0mGhHvENAdoYP1f,0.715,0.572,7,-6.853,1,0.0745,0.0244,0.0,0.26,0.429,113.02,5
Genesis,3YKko4QNbegnrYxDUw94gk,0.646,0.772,2,-3.826,1,0.0564,0.000402,0.0,0.102,0.414,117.097,5
Lost In Your Light (feat. Miguel),6ff5HMAAkSYPmbbIpB8zLU,0.532,0.868,3,-4.23,0,0.0908,0.011,0.0,0.0584,0.529,110.127,3
Hotter Than Hell,4fTlLuSt6R3OnjAj0Ty5OC,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,3
Be the One,1vTntttEXlVHk4uj1vtVEe,0.836,0.552,7,-5.66,1,0.0851,0.0433,0.0,0.0773,0.525,97.036,5
IDGAF,5fHNot2sHBsTUMqaGQlksX,0.654,0.796,2,-4.761,0,0.122,0.0188,0.0,0.0948,0.491,108.854,3
Blow Your Mind (Mwah),7kslwVl5nsh9oefSuuPNN9,0.46,0.828,10,-4.005,0,0.148,0.00475,0.0,0.141,0.419,151.548,6
Garden,1uzOmng8YYkrm7V7UzM1m4,0.678,0.714,0,-4.924,1,0.0408,0.00795,0.0,0.0827,0.307,109.021,5
No Goodbyes,4QlYULG9SEgFLmM7SHA1SZ,0.802,0.481,4,-5.132,0,0.043,0.0856,0.0,0.152,0.468,90.973,3
Thinking 'Bout You,1CX0GPb1qNX1TbJaofyYNg,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,3
New Rules,4LihUZcWy0B6lGLqcJ8u9B,0.683,0.794,8,-4.558,1,0.0533,0.024,0.0,0.302,0.327,105.941,5
Begging,2uudsWgb9cF0EjvOTlNWTm,0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,0
Homesick,5nNTGNbxS30PX6sZpYh9hJ,0.728,0.824,9,-4.581,0,0.07,0.0688,0.0,0.332,0.894,105.001,3
Dreams,1KyKylY7Z6N7xN7dOozOG2,0.536,0.488,9,-5.752,1,0.0354,0.396,1.44e-05,0.133,0.382,75.761,5
Room for 2,5dj8bFvKOOoIVXp7ujd2ml,0.579,0.621,1,-8.625,1,0.0445,0.152,4.01e-06,0.0869,0.343,90.354,5
New Love,2QMrMrziVIQgVdvyjFSdTj,0.703,0.628,5,-6.349,0,0.0284,0.0076,0.0,0.471,0.425,103.983,3
Bad Together,3XfCpIjEJvAcGnQuEV8xVo,0.589,0.578,8,-5.626,0,0.0454,0.0232,0.0,0.0984,0.38,135.77,3
Last Dance,6TX9EAG8PNyIs1kAyZl3OE,0.607,0.466,0,-7.562,1,0.0578,0.39,0.0,0.135,0.434,121.741,5
You'll Be Back,6OG1S805gIrH5nAQbEOPY3,0.707,0.593,5,-8.581,0,0.0949,0.287,0.0,0.15,0.478,123.772,3
Satisfied,3dP0pLbg9OfVwssDjp9aT0,0.713,0.228,0,-12.85,1,0.183,0.777,0.0,0.122,0.544,88.559,0
"Popular - From ""Wicked"" Original Broadway Cast Recording/2003",5z46NBsndcpz5sdywfdqul,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,5
Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,0.545,0.873,10,-5.193,0,0.0825,0.0263,9.1e-05,0.145,0.748,150.841,3
Ooh La,2Uf9WTBWMA8S9Lh3k3Rui6,0.52,0.837,5,-4.581,1,0.121,0.000192,0.05,0.0928,0.618,80.03,5
One Foot,0aKttAwclJV2bpBsWqWdsq,0.211,0.849,0,-3.994,0,0.116,0.00605,0.000436,0.263,0.59,175.616,6
Don't Look Back into the Sun,4KspXoCVJXGY1VrvEe1Hdm,0.344,0.856,2,-4.074,1,0.0404,0.0164,0.0,0.145,0.439,92.812,6
Bide Your Time,7iMjcEl9gqIHLoO58f7WT9,0.358,0.851,8,-3.76,1,0.0549,9.66e-05,0.0,0.363,0.341,146.028,6
Fallout,2PAeLLcnw42x5ZszOfFz50,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,6
A-Punk,2DrGEaqoruCSn0FffWCf5O,0.459,0.886,0,-5.133,1,0.233,8.3e-05,0.176,0.159,0.585,168.97,6
Cigarettes in the Theatre,7iGAkO3j525uGPyrd93VX0,0.47,0.806,2,-2.92,1,0.0505,0.000575,0.0564,0.0917,0.339,98.046,5
Moaning Lisa Smile,37XsaGX7crh4YJKv6k946u,0.443,0.716,5,-5.556,1,0.0331,0.0228,0.0,0.227,0.537,155.886,6
Suicide Saturday,4TwpDfuNjXMNCNBsOqG6Ju,0.266,0.956,6,-5.231,1,0.282,0.000304,4.14e-06,0.39,0.3,164.305,6
The English Summer,0gHuPY8J5CKx4AOMiJLVWs,0.581,0.907,1,-7.259,0,0.0378,0.0777,7.24e-06,0.313,0.957,152.03,3
A Little Opus,5o3XOT60IWYJyf0fjNkE2r,0.47,0.841,1,-4.646,0,0.0329,4.44e-06,0.00187,0.178,0.284,125.427,6
Oxygen,1kDc700KN1jUerY6t09FNm,0.605,0.954,6,-3.137,0,0.0777,0.0178,0.0,0.225,0.837,122.458,3
